Scan Delay : 8852.000000
Connect Delay : 992893.000000
Disconnect Delay : 40.000000
--
Scan Delay : 1114133.000000
Connect Delay : 1109.000000
Disconnect Delay : 52.000000
--
Scan Delay : 1789728.000000
Connect Delay : 919.000000
Disconnect Delay : 41.000000
--
Scan Delay : 252349.000000
Connect Delay : 1049.000000
Disconnect Delay : 40.000000
--
Scan Delay : 2204345.000000
Connect Delay : 1358.000000
Disconnect Delay : 40.000000
--
Scan Delay : 1023561.000000
Connect Delay : 992.000000
Disconnect Delay : 85.000000
--
Scan Delay : 615418.000000
Connect Delay : 934.000000
Disconnect Delay : 56.000000
--
Scan Delay : 1811313.000000
Connect Delay : 922.000000
Disconnect Delay : 43.000000
--
Scan Delay : 2945649.000000
Connect Delay : 1042.000000
Disconnect Delay : 221.000000
--
Scan Delay : 2945635.000000
Connect Delay : 935.000000
Disconnect Delay : 53.000000
--
Scan Delay : 2947191.000000
Connect Delay : 1161.000000
Disconnect Delay : 183.000000
--
Scan Delay : 2930935.000000
Connect Delay : 1021.000000
Disconnect Delay : 43.000000
--
Scan Delay : 2944329.000000
Connect Delay : 1169.000000
Disconnect Delay : 40.000000
--
Scan Delay : 2449206.000000
Connect Delay : 4712.000000
Disconnect Delay : 43.000000
--
Scan Delay : 1133668.000000
Connect Delay : 953.000000
Disconnect Delay : 41.000000
--
Scan Delay : 2505939.000000
Connect Delay : 1056.000000
Disconnect Delay : 43.000000
--
Scan Delay : 2525605.000000
Connect Delay : 928.000000
Disconnect Delay : 175.000000
--
Scan Delay : 2485056.000000
Connect Delay : 971.000000
Disconnect Delay : 55.000000
--
Scan Delay : 431054.000000
Connect Delay : 3770.000000
Disconnect Delay : 43.000000
--
Scan Delay : 512983.000000
Connect Delay : 1164.000000
Disconnect Delay : 64.000000
--
Scan Delay : 540702.000000
Connect Delay : 903.000000
Disconnect Delay : 43.000000
--
Scan Delay : 490577.000000
Connect Delay : 1307.000000
Disconnect Delay : 51.000000
--
Scan Delay : 539256.000000
Connect Delay : 7463.000000
Disconnect Delay : 47.000000
--
Scan Delay : 2661353.000000
Connect Delay : 1021.000000
Disconnect Delay : 42.000000
--
Scan Delay : 1010663.000000
Connect Delay : 969.000000
Disconnect Delay : 41.000000
--
Scan Delay : 1046555.000000
Connect Delay : 941.000000
Disconnect Delay : 52.000000
--
Scan Delay : 1066181.000000
Connect Delay : 1081.000000
Disconnect Delay : 51.000000
--
Scan Delay : 2672462.000000
Connect Delay : 927.000000
Disconnect Delay : 63.000000
--
Scan Delay : 2064199.000000
Connect Delay : 965.000000
Disconnect Delay : 53.000000
--
Scan Delay : 2136849.000000
Connect Delay : 877.000000
Disconnect Delay : 56.000000
--
Scan Delay : 862978.000000
Connect Delay : 1235.000000
Disconnect Delay : 59.000000
--
Scan Delay : 2171938.000000
Connect Delay : 849.000000
Disconnect Delay : 50.000000
--
