Receive Delay : 102400 76846.000000
Scan Delay : 2215878.000000
Connect Delay : 4030.000000
Disconnect Delay : 50.000000
--
Receive Delay : 102400 55205.000000
Scan Delay : 2239836.000000
Connect Delay : 1008.000000
Disconnect Delay : 68.000000
--
Receive Delay : 102400 66166.000000
Scan Delay : 2230947.000000
Connect Delay : 1053.000000
Disconnect Delay : 62.000000
--
Receive Delay : 102400 71073.000000
Scan Delay : 2216906.000000
Connect Delay : 4843.000000
Disconnect Delay : 41.000000
--
Receive Delay : 102400 88147.000000
Scan Delay : 2203849.000000
Connect Delay : 900.000000
Disconnect Delay : 40.000000
--
Receive Delay : 1048576 549682.000000
Scan Delay : 4739456.000000
Connect Delay : 1143.000000
Disconnect Delay : 52.000000
--
Receive Delay : 1048576 1881445.000000
Scan Delay : 399929.000000
Connect Delay : 2937.000000
Disconnect Delay : 41.000000
--
Receive Delay : 1048576 519324.000000
Scan Delay : 1768494.000000
Connect Delay : 1137.000000
Disconnect Delay : 50.000000
--
Receive Delay : 1048576 487179.000000
Scan Delay : 1794093.000000
Connect Delay : 973.000000
Disconnect Delay : 41.000000
--
Receive Delay : 1048576 510574.000000
Scan Delay : 1783318.000000
Connect Delay : 913.000000
Disconnect Delay : 40.000000
--
Receive Delay : 5242880 2573072.000000
Scan Delay : 2718970.000000
Connect Delay : 1461.000000
Disconnect Delay : 53.000000
--
Receive Delay : 5242880 2499020.000000
Scan Delay : 2796303.000000
Connect Delay : 1661.000000
Disconnect Delay : 52.000000
--
Receive Delay : 5242880 2459002.000000
Scan Delay : 2832536.000000
Connect Delay : 1006.000000
Disconnect Delay : 40.000000
--
Receive Delay : 5242880 2532636.000000
Scan Delay : 2753069.000000
Connect Delay : 996206.000000
Disconnect Delay : 40.000000
--
Receive Delay : 5242880 2469381.000000
Scan Delay : 2820836.000000
Connect Delay : 4592.000000
Disconnect Delay : 41.000000
--
Receive Delay : 10485760 6371697.000000
Scan Delay : 1919212.000000
Connect Delay : 1532.000000
Disconnect Delay : 52.000000
--
Receive Delay : 10485760 5010632.000000
Scan Delay : 273575.000000
Connect Delay : 6522.000000
Disconnect Delay : 53.000000
--
Receive Delay : 10485760 4966836.000000
Scan Delay : 314840.000000
Connect Delay : 5985.000000
Disconnect Delay : 52.000000
--
Receive Delay : 10485760 4952536.000000
Scan Delay : 331814.000000
Connect Delay : 4407.000000
Disconnect Delay : 52.000000
--
Receive Delay : 10485760 6307323.000000
Scan Delay : 1957687.000000
Connect Delay : 914.000000
Disconnect Delay : 48.000000
--
Receive Delay : 20971520 10051438.000000
Scan Delay : 1249052.000000
Connect Delay : 1059.000000
Disconnect Delay : 52.000000
--
Receive Delay : 20971520 9908974.000000
Scan Delay : 2504110.000000
Connect Delay : 1029.000000
Disconnect Delay : 54.000000
--
Receive Delay : 20971520 11222498.000000
Scan Delay : 3072609.000000
Connect Delay : 911.000000
Disconnect Delay : 57.000000
--
Receive Delay : 20971520 9941555.000000
Scan Delay : 1334882.000000
Connect Delay : 873.000000
Disconnect Delay : 81.000000
--
Receive Delay : 20971520 11416772.000000
Scan Delay : 2880271.000000
Connect Delay : 1096.000000
Disconnect Delay : 58.000000
--
